GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JabRef,org.jabref.logic.msbib,MSBibEntry,8,981,7,61,2,189,8,44,1,17
JabRef,org.jabref.logic.msbib,MSBibEntryType,0,105,0,0,0,18,0,1,0,1
JabRef,org.jabref.logic.msbib,MSBibConverter,35,440,7,35,4,66,8,28,1,14
JabRef,org.jabref.logic.msbib,BibTeXConverter,6,315,2,26,1,62,2,16,0,4
JabRef,org.jabref.logic.msbib,MSBibMapping,0,686,0,0,0,117,0,7,0,7
JabRef,org.jabref.logic.msbib,MSBibDatabase,22,195,3,9,7,51,3,9,0,6
JabRef,org.jabref.logic.msbib,PageNumbers,59,47,2,4,14,13,3,6,2,4
JabRef,org.jabref.logic.msbib,MsBibAuthor,7,91,1,5,1,24,1,11,0,9
JabRef,org.jabref.gui.help,ErrorConsoleAction,13,0,0,0,4,0,2,0,2,0
JabRef,org.jabref.gui.help,VersionWorker,176,0,16,0,37,0,19,0,11,0
JabRef,org.jabref.gui.help,AboutDialogViewModel,272,0,4,0,62,0,26,0,24,0
JabRef,org.jabref.gui.help,NewVersionDialog,161,0,4,0,24,0,5,0,3,0
JabRef,org.jabref.gui.help,AboutAction,20,0,0,0,7,0,3,0,3,0
JabRef,org.jabref.gui.help,SearchForUpdateAction,35,0,0,0,10,0,2,0,2,0
JabRef,org.jabref.gui.help,AboutDialogView,86,0,0,0,30,0,13,0,13,0
JabRef,org.jabref.gui.help,HelpAction,35,0,0,0,11,0,3,0,3,0
JabRef,org.jabref.gui.preferences.protectedterms,NewProtectedTermsFileDialog,194,0,2,0,26,0,5,0,4,0
JabRef,org.jabref.gui.preferences.protectedterms,ProtectedTermsTabViewModel,343,0,16,0,81,0,20,0,12,0
JabRef,org.jabref.gui.preferences.protectedterms,ProtectedTermsListItemModel,51,0,0,0,11,0,6,0,6,0
JabRef,org.jabref.gui.preferences.protectedterms,ProtectedTermsTab,259,0,2,0,47,0,20,0,19,0
JabRef,org.jabref.gui.preferences.protectedterms,ProtectedTermsTab.ContextAction,68,0,9,0,14,0,8,0,2,0
JabRef,org.jabref.logic.openoffice.action,EditMerge,443,0,58,0,110,0,35,0,6,0
JabRef,org.jabref.logic.openoffice.action,Update,64,0,4,0,14,0,5,0,3,0
JabRef,org.jabref.logic.openoffice.action,EditSeparate,103,0,8,0,27,0,5,0,1,0
JabRef,org.jabref.logic.openoffice.action,ExportCited.GenerateDatabaseResult,9,0,0,0,4,0,1,0,1,0
JabRef,org.jabref.logic.openoffice.action,ExportCited,111,0,8,0,27,0,6,0,2,0
JabRef,org.jabref.logic.openoffice.action,EditInsert,96,0,8,0,23,0,6,0,2,0
JabRef,org.jabref.logic.openoffice.action,Update.SyncOptions,22,0,0,0,9,0,3,0,3,0
JabRef,org.jabref.logic.openoffice.action,ManageCitations,19,0,0,0,5,0,2,0,2,0
JabRef,org.jabref.logic.openoffice.action,EditMerge.JoinableGroupData,9,0,0,0,4,0,1,0,1,0
JabRef,org.jabref.logic.openoffice.action,EditMerge.ScanState,23,0,0,0,9,0,2,0,2,0
JabRef,org.jabref.gui.preferences,PreferenceTabViewModel,4,0,0,0,2,0,2,0,2,0
JabRef,org.jabref.gui.preferences,PreferencesDialogViewModel,454,0,14,0,85,0,20,0,13,0
JabRef,org.jabref.gui.preferences,AbstractPreferenceTabView,21,0,0,0,8,0,6,0,6,0
JabRef,org.jabref.gui.preferences,ShowPreferencesAction,31,0,0,0,10,0,3,0,3,0
JabRef,org.jabref.gui.preferences,PreferencesFilterDialog,155,0,6,0,27,0,13,0,10,0
JabRef,org.jabref.gui.preferences,PreferencesSearchHandler,193,0,22,0,49,0,22,0,11,0
JabRef,org.jabref.gui.preferences,PreferencesDialogView,244,0,10,0,64,0,21,0,16,0
JabRef,org.jabref.logic.formatter.minifier,MinifyNameListFormatter,0,83,0,12,0,20,0,13,0,7
JabRef,org.jabref.logic.formatter.minifier,TruncateFormatter,0,45,0,2,0,11,0,7,0,6
JabRef,org.jabref.gui.maintable.columns,SpecialFieldColumn,290,0,18,0,63,0,23,0,14,0
JabRef,org.jabref.gui.maintable.columns,LinkedIdentifierColumn,214,0,10,0,47,0,15,0,10,0
JabRef,org.jabref.gui.maintable.columns,MainTableColumn,62,0,0,0,15,0,7,0,7,0
JabRef,org.jabref.gui.maintable.columns,LibraryColumn,32,0,0,0,8,0,3,0,3,0
JabRef,org.jabref.gui.maintable.columns,FieldColumn,73,0,8,0,17,0,9,0,5,0
JabRef,org.jabref.gui.maintable.columns,FileColumn,269,0,14,0,63,0,19,0,12,0
JabRef,org.jabref.logic.util.io,BackupFileUtil,10,131,1,3,4,28,1,7,0,6
JabRef,org.jabref.logic.util.io,AutoLinkPreferences,62,32,0,0,18,7,10,2,10,2
JabRef,org.jabref.logic.util.io,CitationKeyBasedFileFinder,9,164,1,21,3,36,1,15,0,5
JabRef,org.jabref.logic.util.io,FileNameCleaner,0,74,1,11,0,14,1,7,0,2
JabRef,org.jabref.logic.util.io,DatabaseFileLookup,43,48,3,1,9,10,5,3,3,3
JabRef,org.jabref.logic.util.io,AutoLinkPreferences.CitationKeyDependency,0,21,0,0,0,4,0,1,0,1
JabRef,org.jabref.logic.util.io,XMLUtil.NodeListWrapper,0,15,0,0,0,5,0,3,0,3
JabRef,org.jabref.logic.util.io,FileHistory,13,56,1,1,2,15,2,8,1,8
JabRef,org.jabref.logic.util.io,FileNameUniqueness,61,144,7,11,12,31,9,7,3,4
JabRef,org.jabref.logic.util.io,RegExpBasedFileFinder,67,439,4,30,15,80,4,23,0,10
JabRef,org.jabref.logic.util.io,FileFinders,21,12,3,1,3,2,4,1,1,1
JabRef,org.jabref.logic.util.io,FileUtil,107,724,14,56,23,116,17,54,7,29
JabRef,org.jabref.logic.util.io,XMLUtil,41,63,2,6,14,13,3,8,1,6
JabRef,org.jabref.gui.openoffice,ManageCitationsDialogView,165,0,6,0,31,0,11,0,8,0
JabRef,org.jabref.gui.openoffice,OOBibBaseConnect,245,0,26,0,71,0,27,0,14,0
JabRef,org.jabref.gui.openoffice,OpenOfficePanel,1730,0,114,0,312,0,100,0,43,0
JabRef,org.jabref.gui.openoffice,OOBibBase,1517,0,94,0,363,0,86,0,38,0
JabRef,org.jabref.gui.openoffice,Bootstrap,356,0,20,0,87,0,23,0,13,0
JabRef,org.jabref.gui.openoffice,AdvancedCiteDialogViewModel,28,0,0,0,7,0,4,0,4,0
JabRef,org.jabref.gui.openoffice,StyleSelectDialogViewModel,297,0,8,0,59,0,19,0,15,0
JabRef,org.jabref.gui.openoffice,DetectOpenOfficeInstallation,138,0,20,0,36,0,16,0,6,0
JabRef,org.jabref.gui.openoffice,OOError,186,0,0,0,46,0,16,0,16,0
JabRef,org.jabref.gui.openoffice,CitationEntryViewModel,61,0,0,0,14,0,6,0,6,0
JabRef,org.jabref.gui.openoffice,ManageCitationsDialogViewModel,66,0,4,0,17,0,5,0,3,0
JabRef,org.jabref.gui.openoffice,Bootstrap.new Thread() {...},48,0,2,0,13,0,3,0,2,0
JabRef,org.jabref.gui.openoffice,StyleSelectDialogView,317,0,8,0,59,0,22,0,18,0
JabRef,org.jabref.gui.openoffice,AdvancedCiteDialogView,53,0,2,0,15,0,4,0,3,0
JabRef,org.jabref.gui.openoffice,StyleSelectItemViewModel,75,0,0,0,19,0,8,0,8,0
JabRef,org.jabref.gui.openoffice,OOBibBaseConnect.new Object() {...},19,0,0,0,6,0,3,0,3,0
JabRef,org.jabref.gui.openoffice,OpenOfficePanel.new Task() {...},5,0,0,0,2,0,2,0,2,0
JabRef,org.jabref.gui.openoffice,OpenOfficePanel.new Task() {...},24,0,0,0,4,0,2,0,2,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.diffhighlighter,DiffHighlighter,43,0,0,0,13,0,6,0,6,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.diffhighlighter,DiffHighlighter.BasicDiffMethod,35,0,0,0,6,0,3,0,3,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.diffhighlighter,DiffHighlighter.ChangeType,21,0,0,0,2,0,1,0,1,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.diffhighlighter,DiffHighlighter.Change,12,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.diffhighlighter,UnifiedDiffHighlighter,327,0,28,0,63,0,20,0,5,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.diffhighlighter,SplitDiffHighlighter,201,0,10,0,40,0,12,0,6,0
JabRef,org.jabref.gui.theme,ThemeManager,93,333,18,8,25,81,17,29,4,29
JabRef,org.jabref.gui.theme,Theme.Type,0,21,0,0,0,2,0,1,0,1
JabRef,org.jabref.gui.theme,StyleSheetDataUrl,36,0,0,0,9,0,7,0,7,0
JabRef,org.jabref.gui.theme,ThemeTypes,44,0,0,0,8,0,3,0,3,0
JabRef,org.jabref.gui.theme,StyleSheetFile,7,150,2,12,2,36,2,14,0,9
JabRef,org.jabref.gui.theme,Theme,63,85,10,10,10,24,10,10,4,6
JabRef,org.jabref.gui.theme,StyleSheet,31,84,1,9,6,19,3,7,2,3
JabRef,org.jabref.gui.theme,StyleSheetResource,19,0,0,0,7,0,5,0,5,0
JabRef,org.jabref.gui.preferences.externalfiletypes,EditExternalFileTypeEntryDialog,202,0,2,0,37,0,7,0,6,0
JabRef,org.jabref.gui.preferences.externalfiletypes,ExternalFileTypesTabViewModel,150,92,8,10,35,22,14,10,8,7
JabRef,org.jabref.gui.preferences.externalfiletypes,ExternalFileTypesTab,239,0,4,0,52,0,25,0,23,0
JabRef,org.jabref.gui.preferences.externalfiletypes,ExternalFileTypeItemViewModel,32,82,0,0,8,19,2,7,2,7
JabRef,org.jabref.gui.preferences.externalfiletypes,EditExternalFileTypeViewModel,468,0,28,0,81,0,32,0,18,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.cell,FieldValueCellViewModel,61,0,0,0,18,0,10,0,10,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.cell,MergedFieldCell,83,0,0,0,22,0,4,0,4,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.cell,ThreeWayMergeCellViewModel,9,102,1,7,3,25,4,12,3,9
JabRef,org.jabref.gui.mergeentries.newmergedialog.cell,OpenExternalLinkAction,46,0,2,0,16,0,3,0,2,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.cell,FieldValueCell,422,0,18,0,91,0,33,0,24,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.cell,CopyFieldValueCommand,22,0,0,0,7,0,2,0,2,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.cell,HeaderCell,49,0,0,0,11,0,3,0,3,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.cell,ThreeWayMergeCell,60,0,0,0,15,0,7,0,7,0
JabRef,org.jabref.gui.mergeentries.newmergedialog.cell,FieldNameCell,80,0,0,0,16,0,4,0,4,0
JabRef,org.jabref.gui.bibtexextractor,ExtractBibtexDialog,97,0,0,0,16,0,4,0,4,0
JabRef,org.jabref.gui.bibtexextractor,ExtractBibtexAction,31,0,0,0,9,0,2,0,2,0
JabRef,org.jabref.gui.bibtexextractor,BibtexExtractor,383,0,30,0,83,0,27,0,12,0
JabRef,org.jabref.gui.bibtexextractor,BibtexExtractorViewModel,191,0,6,0,40,0,15,0,12,0
JabRef,org.jabref.model.schema,DublinCoreSchemaCustom,7,68,0,6,3,20,0,8,0,5
JabRef,org.jabref.model.entry.event,EntryChangedEvent,0,17,0,0,0,5,0,3,0,3
JabRef,org.jabref.model.entry.event,FieldAddedOrRemovedEvent,0,5,0,0,0,2,0,1,0,1
JabRef,org.jabref.model.entry.event,EntriesEvent,0,24,0,0,0,8,0,4,0,4
JabRef,org.jabref.model.entry.event,FieldChangedEvent,33,96,4,10,10,24,7,9,3,6
JabRef,org.jabref.model.entry.event,EntriesEventSource,0,33,0,0,0,6,0,1,0,1
JabRef,org.jabref.model.texparser,Citation,44,195,10,18,6,35,11,13,1,9
JabRef,org.jabref.model.texparser,LatexParserResult,72,110,7,9,7,26,12,10,5,9
JabRef,org.jabref.model.texparser,LatexBibEntriesResolverResult,41,52,5,5,6,13,9,5,4,5
JabRef,org.jabref.gui.preferences.groups,GroupsTabViewModel,107,0,5,0,24,0,10,0,7,0
JabRef,org.jabref.gui.preferences.groups,GroupsTab,55,0,0,0,12,0,3,0,3,0
JabRef,org.jabref.logic.formatter.bibtexfields,AddBracesFormatter,12,30,0,6,3,6,3,6,3,3
JabRef,org.jabref.logic.formatter.bibtexfields,EscapeAmpersandsFormatter,13,152,12,38,3,39,10,21,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,EscapeDollarSignFormatter,0,26,0,0,0,7,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,RemoveRedundantSpacesFormatter,14,16,0,0,4,4,4,3,4,3
JabRef,org.jabref.logic.formatter.bibtexfields,RemoveDigitsFormatter,14,16,0,0,4,4,4,3,4,3
JabRef,org.jabref.logic.formatter.bibtexfields,HtmlToLatexFormatter,76,285,5,25,6,58,5,18,0,8
JabRef,org.jabref.logic.formatter.bibtexfields,OrdinalsToSuperscriptFormatter,0,38,0,2,0,11,0,8,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,RegexFormatter,12,159,1,9,3,45,4,9,3,5
JabRef,org.jabref.logic.formatter.bibtexfields,TrimWhitespaceFormatter,14,9,0,0,4,3,4,2,4,2
JabRef,org.jabref.logic.formatter.bibtexfields,NormalizeNamesFormatter,0,27,0,0,0,8,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,HtmlToUnicodeFormatter,0,23,0,0,0,6,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,RemoveHyphenatedNewlinesFormatter,14,19,0,0,4,5,4,3,4,3
JabRef,org.jabref.logic.formatter.bibtexfields,ReplaceTabsBySpaceFormater,14,16,0,0,4,4,4,3,4,3
JabRef,org.jabref.logic.formatter.bibtexfields,ShortenDOIFormatter,8,50,0,2,3,12,0,9,0,8
JabRef,org.jabref.logic.formatter.bibtexfields,NormalizeMonthFormatter,0,30,0,0,0,8,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,UnicodeToLatexFormatter,1,157,2,18,1,35,2,15,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,ClearFormatter,0,22,0,0,0,7,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,NormalizeEnDashesFormatter,12,10,0,0,3,3,3,3,3,3
JabRef,org.jabref.logic.formatter.bibtexfields,EscapeUnderscoresFormatter,0,30,0,0,0,8,0,7,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,NormalizePagesFormatter,0,81,1,7,0,21,1,10,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,RemoveNewlinesFormatter,14,19,0,0,4,5,4,3,4,3
JabRef,org.jabref.logic.formatter.bibtexfields,LatexCleanupFormatter,0,101,0,0,0,25,0,7,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,NormalizeDateFormatter,0,27,0,0,0,7,0,6,0,6
JabRef,org.jabref.logic.formatter.bibtexfields,RemoveBracesFormatter,0,87,0,16,0,24,0,15,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,CleanupUrlFormatter,0,46,0,2,0,13,0,8,0,7
JabRef,org.jabref.logic.formatter.bibtexfields,UnitsToLatexFormatter,0,365,0,8,0,27,0,11,0,7
JabRef,org.jabref.gui.autosaveandbackup,BackupManager,194,369,17,15,53,89,24,25,12,21
JabRef,org.jabref.gui.autosaveandbackup,AutosaveManager,129,0,6,0,38,0,14,0,11,0
JabRef,org.jabref.gui.sidepane,GroupsSidePaneComponent,59,0,0,0,14,0,4,0,4,0
JabRef,org.jabref.gui.sidepane,SidePaneViewModel.PreferredIndexSort,0,29,0,0,0,6,0,2,0,2
JabRef,org.jabref.gui.sidepane,SidePaneViewModel.MoveUpAction,15,0,0,0,5,0,2,0,2,0
JabRef,org.jabref.gui.sidepane,SidePaneComponent,184,0,6,0,38,0,11,0,8,0
JabRef,org.jabref.gui.sidepane,SidePaneType,6,53,0,0,2,10,2,3,2,3
JabRef,org.jabref.gui.sidepane,SidePaneViewModel,111,200,10,11,13,48,9,13,1,10
JabRef,org.jabref.gui.sidepane,SidePane,108,0,2,0,21,0,8,0,7,0
JabRef,org.jabref.gui.sidepane,SidePaneViewModel.ClosePaneAction,18,0,0,0,5,0,2,0,2,0
JabRef,org.jabref.gui.sidepane,TogglePaneAction,44,0,2,0,10,0,3,0,2,0
JabRef,org.jabref.gui.sidepane,SidePaneContentFactory,59,30,4,0,6,11,4,1,1,1
JabRef,org.jabref.gui.sidepane,SidePaneViewModel.MoveDownAction,15,0,0,0,5,0,2,0,2,0
JabRef,org.jabref.gui.sidepane,GroupsSidePaneComponent.ToggleUnionIntersectionAction,45,0,4,0,9,0,4,0,2,0
JabRef,org.jabref.gui.entryeditor.fileannotationtab,FileAnnotationTab,40,0,0,0,11,0,3,0,3,0
JabRef,org.jabref.gui.entryeditor.fileannotationtab,FileAnnotationTabViewModel,242,0,4,0,53,0,15,0,13,0
JabRef,org.jabref.gui.entryeditor.fileannotationtab,FulltextSearchResultsTab,541,0,30,0,80,0,27,0,12,0
JabRef,org.jabref.gui.entryeditor.fileannotationtab,FileAnnotationViewModel,79,148,13,3,16,33,13,10,6,9
JabRef,org.jabref.gui.entryeditor.fileannotationtab,FileAnnotationTabView,282,0,0,0,57,0,7,0,7,0
JabRef,org.jabref.logic.openoffice,NoDocumentFoundException,8,0,0,0,4,0,2,0,2,0
JabRef,org.jabref.logic.openoffice,OpenOfficeFileSearch,177,0,16,0,33,0,20,0,12,0
JabRef,org.jabref.logic.openoffice,OpenOfficePreferences,104,0,0,0,31,0,17,0,17,0
JabRef,org.jabref.gui.shared,SharedDatabaseLoginDialogView,321,0,4,0,52,0,12,0,10,0
JabRef,org.jabref.gui.shared,SharedDatabaseUIManager,476,0,16,0,86,0,17,0,9,0
JabRef,org.jabref.gui.shared,SharedDatabaseLoginDialogViewModel,1001,0,30,0,183,0,56,0,41,0
JabRef,org.jabref.gui.shared,ConnectToSharedDatabaseCommand,19,0,0,0,6,0,2,0,2,0
JabRef,org.jabref.gui.shared,PullChangesFromSharedAction,26,0,0,0,9,0,3,0,3,0
JabRef,org.jabref.logic.journals,JournalAbbreviationLoader,63,50,4,4,17,14,4,5,1,4
JabRef,org.jabref.logic.journals,Abbreviation,27,202,4,28,2,40,5,24,1,12
JabRef,org.jabref.logic.journals,JournalInformation,0,60,0,0,0,1,0,1,0,1
JabRef,org.jabref.logic.journals,AbbreviationFormat,0,17,0,0,0,8,0,2,0,2
JabRef,org.jabref.logic.journals,AbbreviationWriter,0,64,0,4,0,8,0,3,0,1
JabRef,org.jabref.logic.journals,JournalAbbreviationPreferences,21,16,0,0,7,5,4,2,4,2
JabRef,org.jabref.logic.journals,JournalAbbreviationRepository,96,315,10,30,17,56,14,31,4,21
JabRef,org.jabref.logic.journals,AbbreviationParser,5,131,5,11,2,24,5,9,0,6
JabRef,org.jabref.model.entry.identifier,DOI,24,296,4,24,8,68,7,23,3,13
JabRef,org.jabref.model.entry.identifier,ISSN,7,111,1,15,3,22,4,13,3,6
JabRef,org.jabref.model.entry.identifier,MathSciNetId,32,41,3,3,9,9,8,3,5,3
JabRef,org.jabref.model.entry.identifier,IacrEprint,23,69,0,2,8,17,2,7,2,6
JabRef,org.jabref.model.entry.identifier,ARK,27,0,0,0,7,0,4,0,4,0
JabRef,org.jabref.model.entry.identifier,ISBN,28,186,4,28,7,38,7,24,3,12
JabRef,org.jabref.model.entry.identifier,ArXivIdentifier,39,154,7,17,9,41,9,17,3,11
JabRef,org.jabref.model.entry.identifier,EprintIdentifier,2,3,0,0,1,1,1,1,1,1
JabRef,org.jabref.model.entry,BibtexString.Type,2,85,1,7,1,15,1,6,0,3
JabRef,org.jabref.model.entry,IdGenerator,0,20,0,0,0,7,0,2,0,2
JabRef,org.jabref.model.entry,BibEntryTypeBuilder,11,173,0,0,1,28,1,14,1,14
JabRef,org.jabref.model.entry,BibEntryType,88,175,11,13,18,31,12,20,4,16
JabRef,org.jabref.model.entry,CanonicalBibEntry,0,150,0,6,0,23,0,4,0,1
JabRef,org.jabref.model.entry,BibtexString,2,192,6,14,1,45,6,20,0,16
JabRef,org.jabref.model.entry,BibEntryTypesManager.InternalEntryTypes,10,103,0,2,4,26,2,12,2,11
JabRef,org.jabref.model.entry,AuthorList,7,349,1,20,1,74,1,49,0,37
JabRef,org.jabref.model.entry,ParsedEntryLink,30,62,4,4,6,16,6,6,2,6
JabRef,org.jabref.model.entry,Month,0,303,0,29,0,62,0,31,0,11
JabRef,org.jabref.model.entry,BibEntry,131,1663,31,257,33,349,41,203,13,87
JabRef,org.jabref.model.entry,EntryLinkList,10,42,1,5,1,7,2,4,1,2
JabRef,org.jabref.model.entry,Author,8,754,9,108,2,141,9,76,0,26
JabRef,org.jabref.model.entry,LinkedFile,133,314,6,18,30,58,18,27,12,21
JabRef,org.jabref.model.entry,BibEntryTypesManager,50,84,5,2,11,19,7,10,4,9
JabRef,org.jabref.model.entry,Keyword,21,151,4,10,4,33,6,18,2,15
JabRef,org.jabref.model.entry,Date,145,553,15,39,35,94,16,31,5,15
JabRef,org.jabref.model.entry,EntryConverter,0,59,0,0,0,15,0,1,0,1
JabRef,org.jabref.model.entry,KeywordList,82,236,9,9,20,55,12,27,6,24
JabRef,org.jabref.model.entry,SharedBibEntryData,37,15,2,0,11,6,5,3,4,3
JabRef,org.jabref.gui.preferences.preview,PreviewTab,791,0,14,0,134,0,37,0,30,0
JabRef,org.jabref.gui.preferences.preview,PreviewTabViewModel,1152,0,74,0,234,0,82,0,45,0
JabRef,org.jabref.gui.preferences.preview,PreviewTab.EditAction,43,0,7,0,11,0,7,0,2,0
JabRef,org.jabref.gui.preferences.websearch,WebSearchTab,329,0,12,0,62,0,18,0,12,0
JabRef,org.jabref.gui.preferences.websearch,WebSearchTabViewModel,497,0,16,0,110,0,29,0,21,0
JabRef,org.jabref.gui.entryeditor,OptionalFieldsTab,19,0,0,0,3,0,1,0,1,0
JabRef,org.jabref.gui.entryeditor,LatexCitationsTabViewModel.Status,27,0,0,0,5,0,1,0,1,0
JabRef,org.jabref.gui.entryeditor,EntryEditor,1099,0,43,0,185,0,58,0,33,0
JabRef,org.jabref.gui.entryeditor,SourceTab.EditAction,39,0,5,0,10,0,6,0,2,0
JabRef,org.jabref.gui.entryeditor,OpenEntryEditorAction,30,0,2,0,8,0,3,0,2,0
JabRef,org.jabref.gui.entryeditor,RequiredFieldsTab,83,0,4,0,15,0,4,0,2,0
JabRef,org.jabref.gui.entryeditor,SciteTabViewModel.SciteStatus,0,21,0,0,0,4,0,1,0,1
JabRef,org.jabref.gui.entryeditor,LatexCitationsTab,358,0,5,0,65,0,14,0,10,0
JabRef,org.jabref.gui.entryeditor,EntryEditorPreferences,237,0,0,0,64,0,38,0,38,0
JabRef,org.jabref.gui.entryeditor,RelatedArticlesTab,664,0,6,0,130,0,18,0,15,0
JabRef,org.jabref.gui.entryeditor,SourceTab,717,0,48,0,146,0,44,0,20,0
JabRef,org.jabref.gui.entryeditor,PreviewTab,87,0,6,0,23,0,8,0,5,0
JabRef,org.jabref.gui.entryeditor,OtherFieldsTab,134,0,8,0,22,0,7,0,3,0
JabRef,org.jabref.gui.entryeditor,OptionalFieldsTabBase,68,0,4,0,14,0,4,0,2,0
JabRef,org.jabref.gui.entryeditor,PreviewSwitchAction,32,0,2,0,9,0,3,0,2,0
JabRef,org.jabref.gui.entryeditor,SciteTab,323,0,6,0,59,0,14,0,10,0
JabRef,org.jabref.gui.entryeditor,SciteTabViewModel,146,64,12,2,37,15,17,2,10,2
JabRef,org.jabref.gui.entryeditor,LatexCitationsTabViewModel,308,0,16,0,66,0,28,0,20,0
JabRef,org.jabref.gui.entryeditor,DeprecatedFieldsTab,98,0,6,0,15,0,7,0,4,0
JabRef,org.jabref.gui.entryeditor,EntryEditorTab,30,0,4,0,10,0,7,0,5,0
JabRef,org.jabref.gui.entryeditor,UserDefinedFieldsTab,30,0,0,0,6,0,2,0,2,0
JabRef,org.jabref.gui.entryeditor,SciteTallyModel,0,49,0,0,0,9,0,2,0,2
JabRef,org.jabref.gui.entryeditor,MathSciNetTab,95,0,2,0,22,0,8,0,7,0
JabRef,org.jabref.gui.entryeditor,CommentsTab,339,0,26,0,58,0,24,0,11,0
JabRef,org.jabref.gui.entryeditor,FieldsEditorTab,534,0,22,0,114,0,30,0,19,0
JabRef,org.jabref.gui.entryeditor,OptionalFields2Tab,19,0,0,0,3,0,1,0,1,0
JabRef,org.jabref.gui.entryeditor,EntryEditorPreferences.JournalPopupEnabled,50,0,4,0,8,0,4,0,2,0
JabRef,org.jabref.gui.entryeditor,SourceTab.InputMethodRequestsObject,11,0,0,0,4,0,4,0,4,0
JabRef,org.jabref.gui.entryeditor,PreviewSwitchAction.Direction,15,0,0,0,1,0,1,0,1,0
JabRef,org.jabref.gui.push,PushToTexmaker,30,0,0,0,5,0,4,0,4,0
JabRef,org.jabref.gui.push,PushToWinEdt,29,0,0,0,6,0,4,0,4,0
JabRef,org.jabref.gui.push,PushToVim,194,0,12,0,49,0,15,0,9,0
JabRef,org.jabref.gui.push,PushToApplicationCommand,273,0,22,0,60,0,23,0,12,0
JabRef,org.jabref.gui.push,PushToEmacs,255,0,14,0,65,0,17,0,10,0
JabRef,org.jabref.gui.push,PushToSublimeText,172,0,6,0,33,0,9,0,6,0
JabRef,org.jabref.gui.push,AbstractPushToApplication,247,0,12,0,51,0,20,0,14,0
JabRef,org.jabref.gui.push,PushToTeXstudio,42,0,0,0,5,0,4,0,4,0
JabRef,org.jabref.gui.push,PushToTexShop,155,0,4,0,34,0,8,0,6,0
JabRef,org.jabref.gui.push,PushToApplications,70,0,2,0,8,0,5,0,4,0
JabRef,org.jabref.gui.push,PushToVimSettings,46,0,0,0,9,0,2,0,2,0
JabRef,org.jabref.gui.push,PushToEmacsSettings,46,0,0,0,9,0,2,0,2,0
JabRef,org.jabref.gui.push,PushToLyxSettings,15,0,0,0,3,0,1,0,1,0
JabRef,org.jabref.gui.push,PushToApplicationSettings,227,0,2,0,39,0,6,0,5,0
JabRef,org.jabref.gui.push,AbstractPushToApplication.PushToApplicationAction,25,0,0,0,4,0,4,0,4,0
JabRef,org.jabref.gui.push,PushToLyx,169,0,18,0,39,0,17,0,8,0
JabRef,org.jabref.logic.integrity,NoteChecker,2,33,1,5,1,8,1,5,0,3
JabRef,org.jabref.logic.integrity,NoBibtexFieldChecker,2,107,2,8,0,15,2,14,0,11
JabRef,org.jabref.logic.integrity,CitationKeyDuplicationChecker,0,38,0,4,0,11,0,4,0,2
JabRef,org.jabref.logic.integrity,PagesChecker,0,49,0,8,0,12,0,7,0,3
JabRef,org.jabref.logic.integrity,BracketChecker,0,55,0,12,0,14,0,8,0,2
JabRef,org.jabref.logic.integrity,EntryLinkChecker,0,106,0,12,0,20,0,8,0,2
JabRef,org.jabref.logic.integrity,HowPublishedChecker,2,33,1,5,1,8,1,5,0,3
JabRef,org.jabref.logic.integrity,JournalInAbbreviationListChecker,0,46,0,4,0,11,0,4,0,2
JabRef,org.jabref.logic.integrity,AbbreviationChecker,0,57,0,2,0,11,0,4,0,3
JabRef,org.jabref.logic.integrity,CitationKeyChecker,0,49,0,8,0,11,0,6,0,2
JabRef,org.jabref.logic.integrity,YearChecker,0,43,0,6,0,11,0,6,0,3
JabRef,org.jabref.logic.integrity,FieldChecker,0,41,0,2,0,8,0,4,0,3
